state_key,action,value
.........,0,0.000000
.........,1,0.000000
.........,2,0.000000
.........,3,0.000000
.........,4,0.000000
.........,5,0.000000
.........,6,0.000000
.........,7,0.000000
.........,8,0.000000
........O,0,-1.000000
........O,1,-1.000000
........O,2,-1.000000
........O,3,-1.000000
........O,4,-0.000000
........O,5,-1.000000
........O,6,-1.000000
........O,7,-1.000000
.......O.,0,-1.000000
.......O.,1,-0.000000
.......O.,2,-1.000000
.......O.,3,-1.000000
.......O.,4,-0.000000
.......O.,5,-1.000000
.......O.,6,-0.000000
.......O.,8,-0.000000
.......OX,0,0.000000
.......OX,1,0.000000
.......OX,2,1.000000
.......OX,3,0.000000
.......OX,4,1.000000
.......OX,5,1.000000
.......OX,6,0.000000
.......XO,0,0.000000
.......XO,1,-1.000000
.......XO,2,0.000000
.......XO,3,-1.000000
.......XO,4,0.000000
.......XO,5,0.000000
.......XO,6,-1.000000
......O..,0,-1.000000
......O..,1,-1.000000
......O..,2,-1.000000
......O..,3,-1.000000
......O..,4,-0.000000
......O..,5,-1.000000
......O..,7,-1.000000
......O..,8,-1.000000
......O.X,0,1.000000
......O.X,1,0.000000
......O.X,2,1.000000
......O.X,3,0.000000
......O.X,4,0.000000
......O.X,5,1.000000
......O.X,7,-1.000000
......OOX,0,-1.000000
......OOX,1,-0.000000
......OOX,2,1.000000
......OOX,3,-1.000000
......OOX,4,-0.000000
......OOX,5,1.000000
......OX.,0,0.000000
......OX.,1,-1.000000
......OX.,2,0.000000
......OX.,3,0.000000
......OX.,4,0.000000
......OX.,5,-1.000000
......OX.,8,-1.000000
......OXO,0,-1.000000
......OXO,1,-1.000000
......OXO,2,-1.000000
......OXO,3,-1.000000
......OXO,4,-0.000000
......OXO,5,-1.000000
......X.O,0,1.000000
......X.O,1,0.000000
......X.O,2,1.000000
......X.O,3,1.000000
......X.O,4,0.000000
......X.O,5,0.000000
......X.O,7,-1.000000
......XO.,0,1.000000
......XO.,1,0.000000
......XO.,2,0.000000
......XO.,3,1.000000
......XO.,4,1.000000
......XO.,5,0.000000
......XO.,8,0.000000
......XOO,0,1.000000
......XOO,1,-0.000000
......XOO,2,-1.000000
......XOO,3,1.000000
......XOO,4,-0.000000
......XOO,5,-1.000000
.....O...,0,-1.000000
.....O...,1,-1.000000
.....O...,2,-0.000000
.....O...,3,-0.000000
.....O...,4,-0.000000
.....O...,6,-1.000000
.....O...,7,-1.000000
.....O...,8,-0.000000
.....O..X,0,0.000000
.....O..X,1,0.000000
.....O..X,2,0.000000
.....O..X,3,0.000000
.....O..X,4,1.000000
.....O..X,6,1.000000
.....O..X,7,1.000000
.....O.OX,0,-1.000000
.....O.OX,1,-0.000000
.....O.OX,2,-1.000000
.....O.OX,3,-0.000000
.....O.OX,4,-0.000000
.....O.OX,6,-1.000000
.....O.X.,0,0.000000
.....O.X.,1,-1.000000
.....O.X.,2,0.000000
.....O.X.,3,0.000000
.....O.X.,4,1.000000
.....O.X.,6,-1.000000
.....O.X.,8,1.000000
.....O.XO,0,-1.000000
.....O.XO,1,-1.000000
.....O.XO,2,-1.000000
.....O.XO,3,-1.000000
.....O.XO,4,-1.000000
.....O.XO,6,-1.000000
.....OO.X,0,-1.000000
.....OO.X,1,-1.000000
.....OO.X,2,-1.000000
.....OO.X,3,-0.000000
.....OO.X,4,-0.000000
.....OO.X,7,-1.000000
.....OOX.,0,-1.000000
.....OOX.,1,-1.000000
.....OOX.,2,-1.000000
.....OOX.,3,-1.000000
.....OOX.,4,-0.000000
.....OOX.,8,-1.000000
.....OOXX,0,-1.000000
.....OOXX,1,-1.000000
.....OOXX,2,-1.000000
.....OOXX,3,0.000000
.....OOXX,4,1.000000
.....OX..,0,1.000000
.....OX..,1,0.000000
.....OX..,2,0.000000
.....OX..,3,0.000000
.....OX..,4,1.000000
.....OX..,7,-1.000000
.....OX..,8,1.000000
.....OX.O,0,-1.000000
.....OX.O,1,-1.000000
.....OX.O,2,-1.000000
.....OX.O,3,-1.000000
.....OX.O,4,-1.000000
.....OX.O,7,-1.000000
.....OXO.,0,1.000000
.....OXO.,1,-0.000000
.....OXO.,2,-1.000000
.....OXO.,3,-1.000000
.....OXO.,4,-0.000000
.....OXO.,8,-1.000000
.....OXOX,0,1.000000
.....OXOX,1,0.000000
.....OXOX,2,-1.000000
.....OXOX,3,0.000000
.....OXOX,4,1.000000
.....OXXO,0,-1.000000
.....OXXO,1,-1.000000
.....OXXO,2,-1.000000
.....OXXO,3,-1.000000
.....OXXO,4,-1.000000
.....X..O,0,0.000000
.....X..O,1,-1.000000
.....X..O,2,-1.000000
.....X..O,3,-1.000000
.....X..O,4,0.000000
.....X..O,6,0.000000
.....X..O,7,0.000000
.....X.O.,0,0.000000
.....X.O.,1,0.000000
.....X.O.,2,-1.000000
.....X.O.,3,-1.000000
.....X.O.,4,1.000000
.....X.O.,6,0.000000
.....X.O.,8,1.000000
.....X.OO,0,-1.000000
.....X.OO,1,-1.000000
.....X.OO,2,-1.000000
.....X.OO,3,-1.000000
.....X.OO,4,-1.000000
.....X.OO,6,-1.000000
.....XO..,0,0.000000
.....XO..,1,-1.000000
.....XO..,2,-1.000000
.....XO..,3,-1.000000
.....XO..,4,0.000000
.....XO..,7,-1.000000
.....XO..,8,1.000000
.....XO.O,0,-1.000000
.....XO.O,1,-1.000000
.....XO.O,2,-1.000000
.....XO.O,3,-1.000000
.....XO.O,4,-1.000000
.....XO.O,7,-1.000000
.....XOO.,0,-1.000000
.....XOO.,1,-1.000000
.....XOO.,2,-1.000000
.....XOO.,3,-1.000000
.....XOO.,4,-1.000000
.....XOO.,8,1.000000
.....XOOX,0,1.000000
.....XOOX,1,1.000000
.....XOOX,2,1.000000
.....XOOX,3,1.000000
.....XOOX,4,1.000000
.....XOXO,0,0.000000
.....XOXO,1,-1.000000
.....XOXO,2,-1.000000
.....XOXO,3,-1.000000
.....XOXO,4,1.000000
.....XXOO,0,1.000000
.....XXOO,1,1.000000
.....XXOO,2,-1.000000
.....XXOO,3,1.000000
.....XXOO,4,1.000000
....O....,0,-0.000000
....O....,1,-1.000000
....O....,2,-0.000000
....O....,3,-1.000000
....O....,5,-1.000000
....O....,6,-0.000000
....O....,7,-1.000000
....O....,8,-0.000000
....O...X,0,0.000000
....O...X,1,0.000000
....O...X,2,0.000000
....O...X,3,0.000000
....O...X,5,0.000000
....O...X,6,0.000000
....O...X,7,0.000000
....O..OX,0,-1.000000
....O..OX,1,-0.000000
....O..OX,2,-1.000000
....O..OX,3,-1.000000
....O..OX,5,-1.000000
....O..OX,6,-1.000000
....O..X.,0,0.000000
....O..X.,1,-1.000000
....O..X.,2,0.000000
....O..X.,3,0.000000
....O..X.,5,0.000000
....O..X.,6,0.000000
....O..X.,8,0.000000
....O..XO,0,-1.000000
....O..XO,1,-1.000000
....O..XO,2,-1.000000
....O..XO,3,-1.000000
....O..XO,5,-1.000000
....O..XO,6,-1.000000
....O.O.X,0,-1.000000
....O.O.X,1,-1.000000
....O.O.X,2,-0.000000
....O.O.X,3,-1.000000
....O.O.X,5,-1.000000
....O.O.X,7,-1.000000
....O.OX.,0,-1.000000
....O.OX.,1,-1.000000
....O.OX.,2,-1.000000
....O.OX.,3,-1.000000
....O.OX.,5,-1.000000
....O.OX.,8,-1.000000
....O.OXX,0,-1.000000
....O.OXX,1,-1.000000
....O.OXX,2,0.000000
....O.OXX,3,-1.000000
....O.OXX,5,-1.000000
....O.X..,0,0.000000
....O.X..,1,0.000000
....O.X..,2,0.000000
....O.X..,3,0.000000
....O.X..,5,0.000000
....O.X..,7,0.000000
....O.X..,8,0.000000
....O.X.O,0,-0.000000
....O.X.O,1,-1.000000
....O.X.O,2,-1.000000
....O.X.O,3,-1.000000
....O.X.O,5,-1.000000
....O.X.O,7,-1.000000
....O.XO.,0,-1.000000
....O.XO.,1,-0.000000
....O.XO.,2,-1.000000
....O.XO.,3,-1.000000
....O.XO.,5,-1.000000
....O.XO.,8,-1.000000
....O.XOX,0,-1.000000
....O.XOX,1,0.000000
....O.XOX,2,-1.000000
....O.XOX,3,-1.000000
....O.XOX,5,-1.000000
....O.XXO,0,0.000000
....O.XXO,1,-1.000000
....O.XXO,2,-1.000000
....O.XXO,3,-1.000000
....O.XXO,5,-1.000000
....OO..X,0,-1.000000
....OO..X,1,-1.000000
....OO..X,2,-1.000000
....OO..X,3,-0.000000
....OO..X,6,-1.000000
....OO..X,7,-1.000000
....OO.X.,0,-1.000000
....OO.X.,1,-1.000000
....OO.X.,2,-1.000000
....OO.X.,3,-1.000000
....OO.X.,6,-1.000000
....OO.X.,8,-1.000000
....OO.XX,0,-1.000000
....OO.XX,1,-1.000000
....OO.XX,2,-1.000000
....OO.XX,3,0.000000
....OO.XX,6,1.000000
....OOOXX,0,-1.000000
....OOOXX,1,-1.000000
....OOOXX,2,-1.000000
....OOOXX,3,-1.000000
....OOX..,0,-1.000000
....OOX..,1,-1.000000
....OOX..,2,-1.000000
....OOX..,3,-0.000000
....OOX..,7,-1.000000
....OOX..,8,-1.000000
....OOX.X,0,-1.000000
....OOX.X,1,-1.000000
....OOX.X,2,-1.000000
....OOX.X,3,1.000000
....OOX.X,7,1.000000
....OOXOX,0,-1.000000
....OOXOX,1,-1.000000
....OOXOX,2,-1.000000
....OOXOX,3,-1.000000
....OOXX.,0,-1.000000
....OOXX.,1,-1.000000
....OOXX.,2,-1.000000
....OOXX.,3,1.000000
....OOXX.,8,1.000000
....OOXXO,0,-1.000000
....OOXXO,1,-1.000000
....OOXXO,2,-1.000000
....OOXXO,3,-1.000000
....OX...,0,0.000000
....OX...,1,0.000000
....OX...,2,0.000000
....OX...,3,-1.000000
....OX...,6,0.000000
....OX...,7,0.000000
....OX...,8,0.000000
....OX..O,0,-1.000000
....OX..O,1,-1.000000
....OX..O,2,-1.000000
....OX..O,3,-1.000000
....OX..O,6,-1.000000
....OX..O,7,-1.000000
....OX.O.,0,-1.000000
....OX.O.,1,-1.000000
....OX.O.,2,-1.000000
....OX.O.,3,-1.000000
....OX.O.,6,-1.000000
....OX.O.,8,-1.000000
....OX.OX,0,-1.000000
....OX.OX,1,0.000000
....OX.OX,2,1.000000
....OX.OX,3,-1.000000
....OX.OX,6,-1.000000
....OX.XO,0,0.000000
....OX.XO,1,-1.000000
....OX.XO,2,-1.000000
....OX.XO,3,-1.000000
....OX.XO,6,-1.000000
....OXO..,0,-1.000000
....OXO..,1,-1.000000
....OXO..,2,-1.000000
....OXO..,3,-1.000000
....OXO..,7,-1.000000
....OXO..,8,-1.000000
....OXO.X,0,-1.000000
....OXO.X,1,-1.000000
....OXO.X,2,1.000000
....OXO.X,3,-1.000000
....OXO.X,7,-1.000000
....OXOOX,0,-1.000000
....OXOOX,1,-1.000000
....OXOOX,2,1.000000
....OXOOX,3,-1.000000
....OXOX.,0,-1.000000
....OXOX.,1,-1.000000
....OXOX.,2,0.000000
....OXOX.,3,-1.000000
....OXOX.,8,-1.000000
....OXOXO,0,-1.000000
....OXOXO,1,-1.000000
....OXOXO,2,-1.000000
....OXOXO,3,-1.000000
....OXX.O,0,0.000000
....OXX.O,1,-1.000000
....OXX.O,2,-1.000000
....OXX.O,3,-1.000000
....OXX.O,7,-1.000000
....OXXO.,0,-1.000000
....OXXO.,1,0.000000
....OXXO.,2,-1.000000
....OXXO.,3,-1.000000
....OXXO.,8,-1.000000
....OXXOO,0,-1.000000
....OXXOO,1,-1.000000
....OXXOO,2,-1.000000
....OXXOO,3,-1.000000
....X...O,0,0.000000
....X...O,1,0.000000
....X...O,2,0.000000
....X...O,3,0.000000
....X...O,5,0.000000
....X...O,6,0.000000
....X...O,7,0.000000
....X..O.,0,1.000000
....X..O.,1,0.000000
....X..O.,2,1.000000
....X..O.,3,1.000000
....X..O.,5,1.000000
....X..O.,6,1.000000
....X..O.,8,1.000000
....X..OO,0,-1.000000
....X..OO,1,-1.000000
....X..OO,2,-1.000000
....X..OO,3,-1.000000
....X..OO,5,-1.000000
....X..OO,6,-0.000000
....X.O..,0,0.000000
....X.O..,1,0.000000
....X.O..,2,0.000000
....X.O..,3,0.000000
....X.O..,5,0.000000
....X.O..,7,0.000000
....X.O..,8,0.000000
....X.O.O,0,-1.000000
....X.O.O,1,-1.000000
....X.O.O,2,-1.000000
....X.O.O,3,-1.000000
....X.O.O,5,-1.000000
....X.O.O,7,-0.000000
....X.OO.,0,-1.000000
....X.OO.,1,-1.000000
....X.OO.,2,-1.000000
....X.OO.,3,-1.000000
....X.OO.,5,-1.000000
....X.OO.,8,-0.000000
....X.OOX,0,1.000000
....X.OOX,1,0.000000
....X.OOX,2,1.000000
....X.OOX,3,1.000000
....X.OOX,5,1.000000
....X.OXO,0,0.000000
....X.OXO,1,1.000000
....X.OXO,2,0.000000
....X.OXO,3,1.000000
....X.OXO,5,1.000000
....X.XOO,0,1.000000
....X.XOO,1,0.000000
....X.XOO,2,1.000000
....X.XOO,3,1.000000
....X.XOO,5,1.000000
....XO...,0,1.000000
....XO...,1,1.000000
....XO...,2,1.000000
....XO...,3,0.000000
....XO...,6,1.000000
....XO...,7,1.000000
....XO...,8,1.000000
....XO..O,0,-1.000000
....XO..O,1,-1.000000
....XO..O,2,-0.000000
....XO..O,3,-1.000000
....XO..O,6,-1.000000
....XO..O,7,-1.000000
....XO.O.,0,-1.000000
....XO.O.,1,-1.000000
....XO.O.,2,-0.000000
....XO.O.,3,-1.000000
....XO.O.,6,-0.000000
....XO.O.,8,-0.000000
....XO.OX,0,1.000000
....XO.OX,1,0.000000
....XO.OX,2,1.000000
....XO.OX,3,0.000000
....XO.OX,6,1.000000
....XO.XO,0,-1.000000
....XO.XO,1,1.000000
....XO.XO,2,1.000000
....XO.XO,3,-1.000000
....XO.XO,6,-1.000000
....XOO..,0,-1.000000
....XOO..,1,-0.000000
....XOO..,2,-0.000000
....XOO..,3,-1.000000
....XOO..,7,-0.000000
....XOO..,8,-0.000000
....XOO.X,0,1.000000
....XOO.X,1,1.000000
....XOO.X,2,0.000000
....XOO.X,3,0.000000
....XOO.X,7,1.000000
....XOOOX,0,1.000000
....XOOOX,1,-0.000000
....XOOOX,2,-0.000000
....XOOOX,3,-0.000000
....XOOX.,0,1.000000
....XOOX.,1,1.000000
....XOOX.,2,0.000000
....XOOX.,3,0.000000
....XOOX.,8,1.000000
....XOOXO,0,-1.000000
....XOOXO,1,1.000000
....XOOXO,2,-0.000000
....XOOXO,3,-1.000000
....XOX.O,0,-1.000000
....XOX.O,1,-1.000000
....XOX.O,2,1.000000
....XOX.O,3,-1.000000
....XOX.O,7,-1.000000
....XOXO.,0,1.000000
....XOXO.,1,0.000000
....XOXO.,2,1.000000
....XOXO.,3,1.000000
....XOXO.,8,1.000000
....XOXOO,0,-1.000000
....XOXOO,1,-1.000000
....XOXOO,2,1.000000
....XOXOO,3,-1.000000
....XX.OO,0,-1.000000
....XX.OO,1,-1.000000
....XX.OO,2,-1.000000
....XX.OO,3,1.000000
....XX.OO,6,1.000000
....XXO.O,0,-1.000000
....XXO.O,1,-1.000000
....XXO.O,2,-1.000000
....XXO.O,3,1.000000
....XXO.O,7,1.000000
....XXOO.,0,-1.000000
....XXOO.,1,-1.000000
....XXOO.,2,-1.000000
....XXOO.,3,1.000000
....XXOO.,8,1.000000
...O.....,0,-0.000000
...O.....,1,-1.000000
...O.....,2,-1.000000
...O.....,4,-0.000000
...O.....,5,-0.000000
...O.....,6,-0.000000
...O.....,7,-1.000000
...O.....,8,-1.000000
...O....X,0,0.000000
...O....X,1,0.000000
...O....X,2,1.000000
...O....X,4,1.000000
...O....X,5,0.000000
...O....X,6,1.000000
...O....X,7,-1.000000
...O...OX,0,-1.000000
...O...OX,1,-0.000000
...O...OX,2,1.000000
...O...OX,4,-0.000000
...O...OX,5,-1.000000
...O...OX,6,-1.000000
...O...X.,0,0.000000
...O...X.,1,-1.000000
...O...X.,2,0.000000
...O...X.,4,1.000000
...O...X.,5,0.000000
...O...X.,6,1.000000
...O...X.,8,-1.000000
...O...XO,0,-1.000000
...O...XO,1,-1.000000
...O...XO,2,-1.000000
...O...XO,4,-0.000000
...O...XO,5,-1.000000
...O...XO,6,-1.000000
...O..O.X,0,-1.000000
...O..O.X,1,-1.000000
...O..O.X,2,-1.000000
...O..O.X,4,-1.000000
...O..O.X,5,-1.000000
...O..O.X,7,-1.000000
...O..OX.,0,-1.000000
...O..OX.,1,-1.000000
...O..OX.,2,-1.000000
...O..OX.,4,-1.000000
...O..OX.,5,-1.000000
...O..OX.,8,-1.000000
...O..OXX,0,-1.000000
...O..OXX,1,-1.000000
...O..OXX,2,-1.000000
...O..OXX,4,-1.000000
...O..OXX,5,-1.000000
...O..X..,0,0.000000
...O..X..,1,0.000000
...O..X..,2,0.000000
...O..X..,4,1.000000
...O..X..,5,0.000000
...O..X..,7,1.000000
...O..X..,8,1.000000
...O..X.O,0,-1.000000
...O..X.O,1,-1.000000
...O..X.O,2,-1.000000
...O..X.O,4,-0.000000
...O..X.O,5,-0.000000
...O..X.O,7,-1.000000
...O..XO.,0,-1.000000
...O..XO.,1,-0.000000
...O..XO.,2,-1.000000
...O..XO.,4,-0.000000
...O..XO.,5,-0.000000
...O..XO.,8,-1.000000
...O..XOX,0,-1.000000
...O..XOX,1,0.000000
...O..XOX,2,1.000000
...O..XOX,4,1.000000
...O..XOX,5,0.000000
...O..XXO,0,-1.000000
...O..XXO,1,-1.000000
...O..XXO,2,-1.000000
...O..XXO,4,1.000000
...O..XXO,5,0.000000
...O.O..X,0,-1.000000
...O.O..X,1,-1.000000
...O.O..X,2,-1.000000
...O.O..X,4,1.000000
...O.O..X,6,-1.000000
...O.O..X,7,-1.000000
...O.O.X.,0,-1.000000
...O.O.X.,1,-1.000000
...O.O.X.,2,-1.000000
...O.O.X.,4,1.000000
...O.O.X.,6,-1.000000
...O.O.X.,8,-1.000000
...O.O.XX,0,-1.000000
...O.O.XX,1,-1.000000
...O.O.XX,2,-1.000000
...O.O.XX,4,1.000000
...O.O.XX,6,1.000000
...O.OOXX,0,-1.000000
...O.OOXX,1,-1.000000
...O.OOXX,2,-1.000000
...O.OOXX,4,-1.000000
...O.OX..,0,-1.000000
...O.OX..,1,-1.000000
...O.OX..,2,-1.000000
...O.OX..,4,1.000000
...O.OX..,7,-1.000000
...O.OX..,8,-1.000000
...O.OX.X,0,-1.000000
...O.OX.X,1,-1.000000
...O.OX.X,2,-1.000000
...O.OX.X,4,1.000000
...O.OX.X,7,1.000000
...O.OXOX,0,-1.000000
...O.OXOX,1,-1.000000
...O.OXOX,2,-1.000000
...O.OXOX,4,1.000000
...O.OXX.,0,-1.000000
...O.OXX.,1,-1.000000
...O.OXX.,2,-1.000000
...O.OXX.,4,1.000000
...O.OXX.,8,1.000000
...O.OXXO,0,-1.000000
...O.OXXO,1,-1.000000
...O.OXXO,2,-1.000000
...O.OXXO,4,-1.000000
...O.X...,0,0.000000
...O.X...,1,0.000000
...O.X...,2,0.000000
...O.X...,4,0.000000
...O.X...,6,0.000000
...O.X...,7,0.000000
...O.X...,8,0.000000
...O.X..O,0,-0.000000
...O.X..O,1,-1.000000
...O.X..O,2,-1.000000
...O.X..O,4,-1.000000
...O.X..O,6,-0.000000
...O.X..O,7,-1.000000
...O.X.O.,0,-0.000000
...O.X.O.,1,-1.000000
...O.X.O.,2,-1.000000
...O.X.O.,4,-1.000000
...O.X.O.,6,-0.000000
...O.X.O.,8,-1.000000
...O.X.OX,0,1.000000
...O.X.OX,1,0.000000
...O.X.OX,2,1.000000
...O.X.OX,4,1.000000
...O.X.OX,6,0.000000
...O.X.XO,0,0.000000
...O.X.XO,1,0.000000
...O.X.XO,2,-1.000000
...O.X.XO,4,0.000000
...O.X.XO,6,0.000000
...O.XO..,0,-0.000000
...O.XO..,1,-1.000000
...O.XO..,2,-1.000000
...O.XO..,4,-1.000000
...O.XO..,7,-1.000000
...O.XO..,8,-1.000000
...O.XO.X,0,1.000000
...O.XO.X,1,-1.000000
...O.XO.X,2,1.000000
...O.XO.X,4,-1.000000
...O.XO.X,7,-1.000000
...O.XOOX,0,1.000000
...O.XOOX,1,-1.000000
...O.XOOX,2,1.000000
...O.XOOX,4,-1.000000
...O.XOX.,0,1.000000
...O.XOX.,1,-1.000000
...O.XOX.,2,-1.000000
...O.XOX.,4,-1.000000
...O.XOX.,8,-1.000000
...O.XOXO,0,-0.000000
...O.XOXO,1,-1.000000
...O.XOXO,2,-1.000000
...O.XOXO,4,-1.000000
...O.XX.O,0,0.000000
...O.XX.O,1,0.000000
...O.XX.O,2,0.000000
...O.XX.O,4,0.000000
...O.XX.O,7,0.000000
...O.XXO.,0,0.000000
...O.XXO.,1,0.000000
...O.XXO.,2,1.000000
...O.XXO.,4,0.000000
...O.XXO.,8,0.000000
...O.XXOO,0,-0.000000
...O.XXOO,1,-0.000000
...O.XXOO,2,-1.000000
...O.XXOO,4,-0.000000
...OO...X,0,-1.000000
...OO...X,1,-1.000000
...OO...X,2,-1.000000
...OO...X,5,-0.000000
...OO...X,6,-1.000000
...OO...X,7,-1.000000
...OO..X.,0,-1.000000
...OO..X.,1,-1.000000
...OO..X.,2,-1.000000
...OO..X.,5,-1.000000
...OO..X.,6,-1.000000
...OO..X.,8,-1.000000
...OO..XX,0,-1.000000
...OO..XX,1,-1.000000
...OO..XX,2,-1.000000
...OO..XX,5,1.000000
...OO..XX,6,1.000000
...OO.OXX,0,-1.000000
...OO.OXX,1,-1.000000
...OO.OXX,2,-1.000000
...OO.OXX,5,-1.000000
...OO.X..,0,-1.000000
...OO.X..,1,-1.000000
...OO.X..,2,-1.000000
...OO.X..,5,-0.000000
...OO.X..,7,-1.000000
...OO.X..,8,-1.000000
...OO.X.X,0,-1.000000
...OO.X.X,1,-1.000000
...OO.X.X,2,-1.000000
...OO.X.X,5,1.000000
...OO.X.X,7,1.000000
...OO.XOX,0,-1.000000
...OO.XOX,1,-1.000000
...OO.XOX,2,-1.000000
...OO.XOX,5,-1.000000
...OO.XX.,0,-1.000000
...OO.XX.,1,-1.000000
...OO.XX.,2,-1.000000
...OO.XX.,5,0.000000
...OO.XX.,8,1.000000
...OO.XXO,0,-1.000000
...OO.XXO,1,-1.000000
...OO.XXO,2,-1.000000
...OO.XXO,5,-1.000000
...OOX...,0,-0.000000
...OOX...,1,-1.000000
...OOX...,2,-0.000000
...OOX...,6,-0.000000
...OOX...,7,-1.000000
...OOX...,8,-0.000000
...OOX..X,0,0.000000
...OOX..X,1,0.000000
...OOX..X,2,1.000000
...OOX..X,6,1.000000
...OOX..X,7,1.000000
...OOX.OX,0,-1.000000
...OOX.OX,1,-0.000000
...OOX.OX,2,1.000000
...OOX.OX,6,-1.000000
...OOX.X.,0,0.000000
...OOX.X.,1,-1.000000
...OOX.X.,2,0.000000
...OOX.X.,6,0.000000
...OOX.X.,8,1.000000
...OOX.XO,0,-0.000000
...OOX.XO,1,-1.000000
...OOX.XO,2,-1.000000
...OOX.XO,6,-1.000000
...OOXO.X,0,-1.000000
...OOXO.X,1,-1.000000
...OOXO.X,2,1.000000
...OOXO.X,7,-1.000000
...OOXOX.,0,-1.000000
...OOXOX.,1,-1.000000
...OOXOX.,2,-1.000000
...OOXOX.,8,-1.000000
...OOXOXX,0,-1.000000
...OOXOXX,1,-1.000000
...OOXOXX,2,1.000000
...OOXX..,0,0.000000
...OOXX..,1,0.000000
...OOXX..,2,0.000000
...OOXX..,7,0.000000
...OOXX..,8,1.000000
...OOXX.O,0,-0.000000
...OOXX.O,1,-1.000000
...OOXX.O,2,-1.000000
...OOXX.O,7,-1.000000
...OOXXO.,0,-1.000000
...OOXXO.,1,-0.000000
...OOXXO.,2,-1.000000
...OOXXO.,8,-1.000000
...OOXXOX,0,-1.000000
...OOXXOX,1,0.000000
...OOXXOX,2,1.000000
...OOXXXO,0,0.000000
...OOXXXO,1,-1.000000
...OOXXXO,2,-1.000000
...OX....,0,1.000000
...OX....,1,1.000000
...OX....,2,1.000000
...OX....,5,0.000000
...OX....,6,1.000000
...OX....,7,1.000000
...OX....,8,1.000000
...OX...O,0,-0.000000
...OX...O,1,-0.000000
...OX...O,2,-1.000000
...OX...O,5,-1.000000
...OX...O,6,-0.000000
...OX...O,7,-0.000000
...OX..O.,0,-0.000000
...OX..O.,1,-1.000000
...OX..O.,2,-1.000000
...OX..O.,5,-1.000000
...OX..O.,6,-0.000000
...OX..O.,8,-0.000000
...OX..OX,0,1.000000
...OX..OX,1,0.000000
...OX..OX,2,1.000000
...OX..OX,5,1.000000
...OX..OX,6,1.000000
...OX..XO,0,0.000000
...OX..XO,1,1.000000
...OX..XO,2,1.000000
...OX..XO,5,0.000000
...OX..XO,6,1.000000
...OX.O..,0,-0.000000
...OX.O..,1,-1.000000
...OX.O..,2,-1.000000
...OX.O..,5,-1.000000
...OX.O..,7,-1.000000
...OX.O..,8,-1.000000
...OX.O.X,0,1.000000
...OX.O.X,1,-1.000000
...OX.O.X,2,-1.000000
...OX.O.X,5,-1.000000
...OX.O.X,7,-1.000000
...OX.OOX,0,1.000000
...OX.OOX,1,-1.000000
...OX.OOX,2,-1.000000
...OX.OOX,5,-1.000000
...OX.OX.,0,1.000000
...OX.OX.,1,1.000000
...OX.OX.,2,-1.000000
...OX.OX.,5,-1.000000
...OX.OX.,8,-1.000000
...OX.OXO,0,-0.000000
...OX.OXO,1,1.000000
...OX.OXO,2,-1.000000
...OX.OXO,5,-1.000000
...OX.X.O,0,0.000000
...OX.X.O,1,1.000000
...OX.X.O,2,1.000000
...OX.X.O,5,0.000000
...OX.X.O,7,1.000000
...OX.XO.,0,1.000000
...OX.XO.,1,0.000000
...OX.XO.,2,1.000000
...OX.XO.,5,0.000000
...OX.XO.,8,1.000000
...OX.XOO,0,-0.000000
...OX.XOO,1,-0.000000
...OX.XOO,2,1.000000
...OX.XOO,5,-0.000000
...OXO...,0,1.000000
...OXO...,1,1.000000
...OXO...,2,1.000000
...OXO...,6,1.000000
...OXO...,7,1.000000
...OXO...,8,1.000000
...OXO..X,0,1.000000
...OXO..X,1,1.000000
...OXO..X,2,1.000000
...OXO..X,6,1.000000
...OXO..X,7,1.000000
...OXO.OX,0,1.000000
...OXO.OX,1,-0.000000
...OXO.OX,2,1.000000
...OXO.OX,6,1.000000
...OXO.X.,0,1.000000
...OXO.X.,1,1.000000
...OXO.X.,2,1.000000
...OXO.X.,6,1.000000
...OXO.X.,8,1.000000
...OXO.XO,0,-1.000000
...OXO.XO,1,1.000000
...OXO.XO,2,1.000000
...OXO.XO,6,-1.000000
...OXOO.X,0,1.000000
...OXOO.X,1,-1.000000
...OXOO.X,2,-1.000000
...OXOO.X,7,-1.000000
...OXOOX.,0,1.000000
...OXOOX.,1,1.000000
...OXOOX.,2,-1.000000
...OXOOX.,8,-1.000000
...OXOOXX,0,1.000000
...OXOOXX,1,1.000000
...OXOOXX,2,-1.000000
...OXOX..,0,1.000000
...OXOX..,1,1.000000
...OXOX..,2,1.000000
...OXOX..,7,1.000000
...OXOX..,8,1.000000
...OXOX.O,0,-1.000000
...OXOX.O,1,-1.000000
...OXOX.O,2,1.000000
...OXOX.O,7,-1.000000
...OXOXO.,0,1.000000
...OXOXO.,1,-0.000000
...OXOXO.,2,1.000000
...OXOXO.,8,1.000000
...OXOXOX,0,1.000000
...OXOXOX,1,1.000000
...OXOXOX,2,1.000000
...OXOXXO,0,-1.000000
...OXOXXO,1,1.000000
...OXOXXO,2,1.000000
...OXX..O,0,0.000000
...OXX..O,1,0.000000
...OXX..O,2,-1.000000
...OXX..O,6,0.000000
...OXX..O,7,0.000000
...OXX.O.,0,0.000000
...OXX.O.,1,-1.000000
...OXX.O.,2,1.000000
...OXX.O.,6,0.000000
...OXX.O.,8,1.000000
...OXX.OO,0,-1.000000
...OXX.OO,1,-1.000000
